Type,Xmin,Ymin,Xmax,Ymax,Area
Glioma,42.0,78.0,98.0,107.0,1624.0
Meningioma,30.0,71.0,103.0,118.0,3431.0
Metastatic,45.0,77.0,98.0,106.0,1537.0
Glioma,33.0,10.0,80.0,44.0,1598.0
Meningioma,29.0,5.0,100.0,54.0,3479.0
Glioma,80.0,51.0,128.0,101.0,2400.0
Meningioma,83.0,49.0,138.0,111.0,3410.0
Metastatic,80.0,54.0,127.0,101.0,2209.0
Meningioma,57.0,69.0,117.0,107.0,2280.0
Glioma,85.0,9.0,92.0,21.0,84.0
Meningioma,31.0,0.0,119.0,39.0,3432.0
Metastatic,77.0,1.0,100.0,25.0,552.0
Glioma,99.0,34.0,109.0,47.0,130.0
Meningioma,67.0,8.0,138.0,99.0,6461.0
Metastatic,99.0,34.0,109.0,46.0,120.0
Meningioma,67.0,72.0,104.0,96.0,888.0
Glioma,64.0,50.0,88.0,73.0,552.0
Meningioma,58.0,59.0,66.0,69.0,80.0
Metastatic,56.0,47.0,79.0,78.0,713.0
Glioma,41.0,93.0,101.0,122.0,1740.0
Meningioma,28.0,86.0,106.0,126.0,3120.0
Glioma,97.0,65.0,132.0,101.0,1260.0
Meningioma,87.0,76.0,138.0,111.0,1785.0
Metastatic,93.0,67.0,135.0,100.0,1386.0
Glioma,17.0,51.0,49.0,65.0,448.0
Meningioma,14.0,50.0,53.0,66.0,624.0
Glioma,20.0,13.0,77.0,64.0,2907.0
Meningioma,5.0,6.0,95.0,71.0,5850.0
Meningioma,31.0,20.0,64.0,49.0,957.0
Glioma,46.0,68.0,56.0,77.0,90.0
Meningioma,38.0,47.0,61.0,82.0,805.0
Metastatic,46.0,68.0,55.0,78.0,90.0
Meningioma,101.0,71.0,126.0,89.0,450.0
Glioma,48.0,38.0,69.0,59.0,441.0
Meningioma,29.0,33.0,84.0,72.0,2145.0
Metastatic,50.0,38.0,67.0,59.0,357.0
Glioma,0.0,40.0,50.0,98.0,2900.0
Meningioma,0.0,29.0,69.0,121.0,6348.0
Metastatic,0.0,41.0,48.0,100.0,2832.0
Glioma,99.0,15.0,118.0,37.0,418.0
Meningioma,79.0,4.0,134.0,42.0,2090.0
Metastatic,100.0,16.0,118.0,36.0,360.0
Meningioma,49.0,75.0,110.0,100.0,1525.0
Glioma,80.0,34.0,96.0,53.0,304.0
Meningioma,73.0,25.0,114.0,85.0,2460.0
Metastatic,74.0,28.0,105.0,67.0,1209.0
Glioma,70.0,0.0,102.0,26.0,832.0
Meningioma,54.0,0.0,111.0,32.0,1824.0
Metastatic,65.0,0.0,104.0,29.0,1131.0
Glioma,37.0,85.0,85.0,114.0,1392.0
Meningioma,36.0,82.0,86.0,115.0,1650.0
Glioma,29.0,27.0,82.0,64.0,1961.0
Meningioma,14.0,21.0,105.0,87.0,6006.0
Metastatic,64.0,52.0,65.0,54.0,2.0
Glioma,65.0,94.0,90.0,115.0,525.0
Meningioma,60.0,83.0,120.0,124.0,2460.0
Metastatic,61.0,81.0,119.0,115.0,1972.0
Glioma,76.0,89.0,100.0,110.0,504.0
Meningioma,78.0,81.0,110.0,122.0,1312.0
Metastatic,73.0,84.0,104.0,111.0,837.0
Glioma,41.0,19.0,63.0,45.0,572.0
Meningioma,34.0,12.0,66.0,47.0,1120.0
Glioma,39.0,17.0,99.0,48.0,1860.0
Meningioma,39.0,8.0,124.0,48.0,3400.0
Metastatic,36.0,15.0,105.0,52.0,2553.0
Meningioma,64.0,52.0,73.0,57.0,45.0
Glioma,15.0,14.0,47.0,47.0,1056.0
Meningioma,0.0,10.0,92.0,76.0,6072.0
Metastatic,8.0,11.0,68.0,69.0,3480.0
Meningioma,60.0,77.0,98.0,103.0,988.0
Meningioma,70.0,7.0,114.0,47.0,1760.0
Metastatic,83.0,19.0,92.0,33.0,126.0
Glioma,15.0,38.0,56.0,64.0,1066.0
Meningioma,2.0,19.0,92.0,66.0,4230.0
Metastatic,10.0,33.0,62.0,67.0,1768.0
Meningioma,28.0,40.0,69.0,45.0,205.0
Glioma,133.0,67.0,138.0,95.0,140.0
Meningioma,77.0,79.0,138.0,121.0,2562.0
Metastatic,83.0,67.0,138.0,107.0,2200.0
Glioma,0.0,6.0,82.0,73.0,5494.0
Meningioma,0.0,5.0,84.0,80.0,6300.0
Metastatic,3.0,18.0,52.0,57.0,1911.0
Meningioma,41.0,40.0,53.0,49.0,108.0
Meningioma,79.0,82.0,111.0,106.0,768.0
Glioma,87.0,9.0,101.0,19.0,140.0
Meningioma,63.0,6.0,118.0,51.0,2475.0
Metastatic,85.0,7.0,103.0,28.0,378.0
Glioma,29.0,8.0,51.0,27.0,418.0
Meningioma,29.0,2.0,116.0,47.0,3915.0
Metastatic,24.0,5.0,75.0,29.0,1224.0
Glioma,35.0,2.0,105.0,52.0,3500.0
Meningioma,32.0,6.0,111.0,55.0,3871.0
Glioma,0.0,15.0,48.0,56.0,1968.0
Meningioma,0.0,12.0,94.0,90.0,7332.0
Metastatic,0.0,13.0,56.0,56.0,2408.0
Glioma,81.0,19.0,138.0,75.0,3192.0
Meningioma,76.0,10.0,138.0,88.0,4836.0
Metastatic,81.0,18.0,138.0,75.0,3249.0
Meningioma,68.0,33.0,106.0,61.0,1064.0
Glioma,64.0,86.0,100.0,122.0,1296.0
Meningioma,43.0,79.0,130.0,126.0,4089.0
Metastatic,62.0,82.0,102.0,125.0,1720.0
Glioma,102.0,58.0,108.0,60.0,12.0
Meningioma,79.0,36.0,119.0,69.0,1320.0
Metastatic,94.0,49.0,110.0,61.0,192.0
Meningioma,68.0,72.0,106.0,95.0,874.0
Meningioma,43.0,90.0,52.0,98.0,72.0
Glioma,45.0,10.0,88.0,45.0,1505.0
Meningioma,33.0,0.0,133.0,74.0,7400.0
Metastatic,29.0,0.0,107.0,47.0,3666.0
Meningioma,16.0,8.0,100.0,70.0,5208.0
Meningioma,83.0,69.0,114.0,94.0,775.0
Glioma,107.0,80.0,125.0,95.0,270.0
Meningioma,86.0,72.0,138.0,112.0,2080.0
Metastatic,92.0,77.0,133.0,99.0,902.0
Glioma,45.0,95.0,103.0,122.0,1566.0
Meningioma,37.0,86.0,109.0,128.0,3024.0
Metastatic,42.0,90.0,106.0,130.0,2560.0
Glioma,40.0,4.0,86.0,42.0,1748.0
Meningioma,34.0,2.0,136.0,49.0,4794.0
Metastatic,26.0,2.0,92.0,42.0,2640.0
Glioma,92.0,7.0,110.0,34.0,486.0
Meningioma,53.0,0.0,128.0,56.0,4200.0
Metastatic,91.0,10.0,109.0,17.0,126.0
Glioma,41.0,77.0,77.0,112.0,1260.0
Meningioma,28.0,63.0,83.0,117.0,2970.0
Metastatic,32.0,76.0,103.0,112.0,2556.0
Glioma,25.0,68.0,56.0,91.0,713.0
Meningioma,7.0,27.0,82.0,104.0,5775.0
Metastatic,22.0,57.0,61.0,94.0,1443.0
Glioma,64.0,110.0,65.0,111.0,1.0
Meningioma,32.0,65.0,113.0,131.0,5346.0
Metastatic,61.0,99.0,75.0,120.0,294.0
Meningioma,95.0,92.0,105.0,97.0,50.0
Glioma,16.0,98.0,23.0,101.0,21.0
Meningioma,2.0,87.0,52.0,124.0,1850.0
Metastatic,15.0,96.0,25.0,105.0,90.0
Meningioma,37.0,88.0,108.0,130.0,2982.0
Metastatic,50.0,113.0,52.0,116.0,6.0
Glioma,36.0,81.0,69.0,113.0,1056.0
Meningioma,3.0,75.0,121.0,126.0,6018.0
Metastatic,35.0,80.0,70.0,112.0,1120.0
Meningioma,100.0,33.0,129.0,50.0,493.0
Meningioma,22.0,53.0,59.0,72.0,703.0
Metastatic,28.0,58.0,39.0,66.0,88.0
Glioma,19.0,56.0,62.0,85.0,1247.0
Meningioma,14.0,51.0,61.0,95.0,2068.0
Metastatic,17.0,52.0,62.0,87.0,1575.0
Glioma,22.0,72.0,70.0,113.0,1968.0
Meningioma,0.0,56.0,87.0,118.0,5394.0
Metastatic,21.0,70.0,70.0,115.0,2205.0
Meningioma,0.0,24.0,64.0,74.0,3200.0
Meningioma,39.0,2.0,74.0,30.0,980.0
Metastatic,51.0,13.0,60.0,20.0,63.0
Meningioma,88.0,80.0,128.0,107.0,1080.0
Metastatic,89.0,87.0,98.0,93.0,54.0
Glioma,99.0,65.0,130.0,103.0,1178.0
Meningioma,87.0,78.0,138.0,110.0,1632.0
Metastatic,95.0,67.0,134.0,99.0,1248.0
Glioma,48.0,103.0,60.0,123.0,240.0
Meningioma,29.0,97.0,81.0,126.0,1508.0
Metastatic,48.0,102.0,81.0,130.0,924.0
Meningioma,31.0,59.0,54.0,75.0,368.0
Meningioma,59.0,24.0,114.0,41.0,935.0
Glioma,32.0,83.0,72.0,117.0,1360.0
Meningioma,32.0,73.0,90.0,120.0,2726.0
Glioma,55.0,111.0,60.0,118.0,35.0
Meningioma,46.0,105.0,61.0,116.0,165.0
Glioma,33.0,29.0,51.0,48.0,342.0
Meningioma,37.0,31.0,52.0,53.0,330.0
Metastatic,35.0,29.0,51.0,49.0,320.0
Glioma,69.0,93.0,100.0,107.0,434.0
Meningioma,66.0,85.0,116.0,123.0,1900.0
Metastatic,68.0,86.0,107.0,111.0,975.0
Glioma,10.0,19.0,54.0,69.0,2200.0
Meningioma,11.0,21.0,88.0,74.0,4081.0
Glioma,36.0,8.0,61.0,22.0,350.0
Meningioma,44.0,20.0,47.0,23.0,9.0
Glioma,96.0,19.0,131.0,49.0,1050.0
Meningioma,82.0,8.0,136.0,58.0,2700.0
Metastatic,97.0,19.0,138.0,59.0,1640.0
Meningioma,40.0,14.0,138.0,76.0,6076.0
Glioma,100.0,29.0,117.0,40.0,187.0
Meningioma,77.0,11.0,128.0,49.0,1938.0
Metastatic,102.0,29.0,114.0,40.0,132.0
Glioma,25.0,85.0,41.0,108.0,368.0
Meningioma,22.0,67.0,123.0,113.0,4646.0
Metastatic,24.0,81.0,46.0,107.0,572.0
Glioma,37.0,38.0,72.0,64.0,910.0
Meningioma,22.0,39.0,85.0,65.0,1638.0
Metastatic,34.0,31.0,71.0,66.0,1295.0
Glioma,69.0,16.0,131.0,69.0,3286.0
Meningioma,49.0,8.0,138.0,82.0,6586.0
Metastatic,64.0,15.0,138.0,73.0,4292.0
Glioma,15.0,2.0,84.0,55.0,3657.0
Meningioma,1.0,1.0,112.0,60.0,6549.0
Metastatic,12.0,6.0,84.0,54.0,3456.0
Glioma,12.0,24.0,52.0,67.0,1720.0
Meningioma,7.0,13.0,71.0,72.0,3776.0
Metastatic,9.0,23.0,57.0,75.0,2496.0
Meningioma,22.0,82.0,73.0,116.0,1734.0
Meningioma,57.0,10.0,93.0,39.0,1044.0
Glioma,40.0,96.0,75.0,122.0,910.0
Meningioma,38.0,85.0,77.0,122.0,1443.0
Glioma,0.0,83.0,32.0,104.0,672.0
Meningioma,0.0,56.0,79.0,125.0,5451.0
Metastatic,0.0,80.0,33.0,111.0,1023.0
Glioma,52.0,102.0,64.0,115.0,156.0
Meningioma,0.0,70.0,112.0,129.0,6608.0
Metastatic,54.0,102.0,73.0,117.0,285.0
Meningioma,106.0,96.0,134.0,120.0,672.0
Meningioma,68.0,74.0,107.0,128.0,2106.0
Meningioma,38.0,4.0,116.0,33.0,2262.0
Metastatic,82.0,5.0,91.0,10.0,45.0
Meningioma,88.0,112.0,107.0,123.0,209.0
Meningioma,14.0,21.0,115.0,51.0,3030.0
Glioma,39.0,33.0,43.0,38.0,20.0
Meningioma,36.0,14.0,96.0,50.0,2160.0
Metastatic,38.0,33.0,47.0,42.0,81.0
Glioma,11.0,19.0,86.0,65.0,3450.0
Meningioma,3.0,20.0,115.0,75.0,6160.0
Meningioma,49.0,3.0,138.0,63.0,5340.0
Meningioma,53.0,20.0,60.0,27.0,49.0
Meningioma,97.0,91.0,126.0,126.0,1015.0
Glioma,25.0,11.0,69.0,49.0,1672.0
Meningioma,55.0,5.0,107.0,49.0,2288.0
Metastatic,25.0,8.0,76.0,49.0,2091.0
Meningioma,116.0,62.0,138.0,99.0,814.0
Glioma,50.0,89.0,112.0,131.0,2604.0
Meningioma,44.0,88.0,119.0,131.0,3225.0
Metastatic,50.0,86.0,112.0,131.0,2790.0
Glioma,44.0,0.0,102.0,34.0,1972.0
Meningioma,39.0,16.0,117.0,67.0,3978.0
Metastatic,40.0,0.0,105.0,49.0,3185.0
Meningioma,35.0,6.0,103.0,39.0,2244.0
Metastatic,73.0,21.0,101.0,29.0,224.0
Glioma,99.0,110.0,105.0,119.0,54.0
Meningioma,75.0,86.0,123.0,126.0,1920.0
Metastatic,90.0,106.0,109.0,121.0,285.0
Meningioma,26.0,55.0,53.0,70.0,405.0
Glioma,94.0,68.0,123.0,99.0,899.0
Meningioma,91.0,75.0,138.0,108.0,1551.0
Metastatic,91.0,66.0,127.0,101.0,1260.0
Meningioma,53.0,81.0,109.0,99.0,1008.0
Meningioma,29.0,17.0,68.0,49.0,1248.0
Glioma,48.0,108.0,56.0,117.0,72.0
Meningioma,37.0,80.0,94.0,127.0,2679.0
Metastatic,44.0,97.0,74.0,118.0,630.0
Glioma,31.0,30.0,77.0,64.0,1564.0
Meningioma,17.0,23.0,104.0,85.0,5394.0
Meningioma,35.0,16.0,98.0,59.0,2709.0
Meningioma,67.0,68.0,130.0,110.0,2646.0
Glioma,48.0,79.0,79.0,104.0,775.0
Meningioma,21.0,69.0,94.0,106.0,2701.0
Metastatic,48.0,77.0,79.0,103.0,806.0
Meningioma,50.0,127.0,55.0,128.0,5.0
Glioma,33.0,2.0,104.0,52.0,3550.0
Meningioma,29.0,5.0,111.0,54.0,4018.0
Meningioma,44.0,39.0,46.0,43.0,8.0
Meningioma,36.0,91.0,60.0,104.0,312.0
Meningioma,97.0,50.0,102.0,54.0,20.0
Meningioma,3.0,15.0,67.0,67.0,3328.0
Metastatic,9.0,28.0,46.0,53.0,925.0
Meningioma,0.0,54.0,69.0,111.0,3933.0
Glioma,78.0,57.0,104.0,95.0,988.0
Meningioma,27.0,49.0,105.0,99.0,3900.0
Metastatic,76.0,52.0,104.0,93.0,1148.0
Meningioma,44.0,103.0,48.0,112.0,36.0
Glioma,79.0,7.0,131.0,42.0,1820.0
Meningioma,47.0,4.0,138.0,58.0,4914.0
Metastatic,73.0,4.0,131.0,43.0,2262.0
Glioma,42.0,99.0,69.0,121.0,594.0
Meningioma,39.0,91.0,73.0,119.0,952.0
Glioma,0.0,68.0,34.0,92.0,816.0
Meningioma,1.0,71.0,35.0,93.0,748.0
Glioma,66.0,8.0,79.0,21.0,169.0
Meningioma,27.0,2.0,90.0,38.0,2268.0
Metastatic,69.0,11.0,76.0,20.0,63.0
Glioma,36.0,38.0,70.0,65.0,918.0
Meningioma,16.0,10.0,117.0,70.0,6060.0
Metastatic,33.0,20.0,76.0,67.0,2021.0
Glioma,35.0,88.0,56.0,111.0,483.0
Meningioma,33.0,86.0,58.0,113.0,675.0
Glioma,43.0,76.0,53.0,83.0,70.0
Meningioma,22.0,70.0,72.0,94.0,1200.0
Metastatic,44.0,76.0,53.0,83.0,63.0
Glioma,72.0,6.0,95.0,48.0,966.0
Meningioma,47.0,0.0,130.0,88.0,7304.0
Metastatic,70.0,4.0,92.0,31.0,594.0
Glioma,106.0,66.0,133.0,108.0,1134.0
Meningioma,84.0,66.0,134.0,115.0,2450.0
Glioma,104.0,9.0,131.0,42.0,891.0
Meningioma,79.0,3.0,137.0,52.0,2842.0
Metastatic,95.0,5.0,134.0,47.0,1638.0
Glioma,7.0,31.0,56.0,68.0,1813.0
Meningioma,5.0,9.0,114.0,65.0,6104.0
Metastatic,6.0,31.0,62.0,69.0,2128.0
Meningioma,70.0,28.0,99.0,46.0,522.0
Glioma,32.0,66.0,128.0,123.0,5472.0
Meningioma,28.0,65.0,138.0,125.0,6600.0
Metastatic,74.0,69.0,90.0,80.0,176.0
Glioma,50.0,82.0,74.0,96.0,336.0
Meningioma,30.0,83.0,107.0,116.0,2541.0
Metastatic,46.0,75.0,72.0,98.0,598.0
Glioma,54.0,8.0,67.0,23.0,195.0
Meningioma,56.0,15.0,108.0,36.0,1092.0
Metastatic,54.0,5.0,67.0,21.0,208.0
Glioma,91.0,76.0,103.0,90.0,168.0
Meningioma,7.0,52.0,127.0,106.0,6480.0
Glioma,30.0,76.0,94.0,120.0,2816.0
Meningioma,25.0,65.0,100.0,124.0,4425.0
Metastatic,24.0,70.0,97.0,123.0,3869.0
Meningioma,33.0,38.0,84.0,46.0,408.0
Glioma,74.0,81.0,108.0,116.0,1190.0
Meningioma,64.0,75.0,113.0,125.0,2450.0
Metastatic,70.0,79.0,110.0,118.0,1560.0
Glioma,29.0,35.0,58.0,53.0,522.0
Meningioma,25.0,34.0,65.0,64.0,1200.0
Metastatic,27.0,44.0,54.0,52.0,216.0
Glioma,65.0,87.0,84.0,101.0,266.0
Meningioma,42.0,86.0,86.0,119.0,1452.0
Metastatic,69.0,90.0,77.0,99.0,72.0
Meningioma,102.0,90.0,110.0,97.0,56.0
Glioma,61.0,74.0,100.0,98.0,936.0
Meningioma,44.0,32.0,138.0,127.0,8930.0
Metastatic,54.0,74.0,107.0,106.0,1696.0
Meningioma,50.0,101.0,92.0,114.0,546.0
Metastatic,54.0,102.0,97.0,118.0,688.0
Meningioma,21.0,29.0,81.0,71.0,2520.0
Glioma,108.0,46.0,128.0,63.0,340.0
Meningioma,87.0,31.0,117.0,56.0,750.0
Metastatic,108.0,48.0,127.0,63.0,285.0
Meningioma,26.0,16.0,59.0,47.0,1023.0
Meningioma,41.0,45.0,44.0,47.0,6.0
Glioma,26.0,52.0,73.0,88.0,1692.0
Meningioma,7.0,39.0,95.0,103.0,5632.0
Metastatic,27.0,49.0,77.0,88.0,1950.0
Meningioma,90.0,21.0,107.0,45.0,408.0
Meningioma,20.0,30.0,88.0,61.0,2108.0
Glioma,30.0,43.0,77.0,62.0,893.0
Meningioma,5.0,22.0,81.0,67.0,3420.0
Metastatic,26.0,41.0,79.0,64.0,1219.0
Glioma,52.0,37.0,60.0,48.0,88.0
Meningioma,41.0,26.0,71.0,47.0,630.0
Glioma,76.0,48.0,87.0,59.0,121.0
Meningioma,59.0,19.0,96.0,62.0,1591.0
Metastatic,73.0,44.0,92.0,62.0,342.0
Meningioma,71.0,81.0,96.0,90.0,225.0
Glioma,17.0,40.0,52.0,61.0,735.0
Meningioma,0.0,15.0,120.0,124.0,13080.0
Metastatic,11.0,33.0,60.0,65.0,1568.0
Meningioma,47.0,69.0,64.0,74.0,85.0
Glioma,73.0,117.0,93.0,131.0,280.0
Meningioma,38.0,91.0,106.0,131.0,2720.0
Glioma,98.0,48.0,104.0,50.0,12.0
Meningioma,70.0,16.0,125.0,57.0,2255.0
Metastatic,87.0,39.0,117.0,54.0,450.0
Meningioma,22.0,23.0,120.0,66.0,4214.0
Metastatic,44.0,34.0,66.0,46.0,264.0
Glioma,29.0,92.0,57.0,115.0,644.0
Meningioma,38.0,92.0,61.0,120.0,644.0
Metastatic,25.0,90.0,63.0,116.0,988.0
Meningioma,48.0,42.0,53.0,46.0,20.0
Glioma,71.0,31.0,97.0,50.0,494.0
Metastatic,71.0,31.0,95.0,49.0,432.0
Glioma,28.0,84.0,62.0,121.0,1258.0
Meningioma,25.0,80.0,67.0,122.0,1764.0
Metastatic,31.0,98.0,38.0,101.0,21.0
Glioma,54.0,4.0,109.0,45.0,2255.0
Meningioma,34.0,0.0,130.0,58.0,5568.0
Metastatic,54.0,4.0,108.0,47.0,2322.0
Glioma,67.0,82.0,97.0,106.0,720.0
Meningioma,45.0,76.0,112.0,120.0,2948.0
Metastatic,66.0,79.0,102.0,110.0,1116.0
Meningioma,60.0,81.0,89.0,91.0,290.0
Glioma,42.0,24.0,82.0,45.0,840.0
Meningioma,32.0,21.0,107.0,53.0,2400.0
Glioma,72.0,17.0,113.0,60.0,1763.0
Meningioma,52.0,5.0,138.0,80.0,6450.0
Metastatic,66.0,11.0,124.0,66.0,3190.0
Meningioma,72.0,10.0,102.0,36.0,780.0
Glioma,75.0,86.0,112.0,122.0,1332.0
Meningioma,49.0,82.0,126.0,131.0,3773.0
Metastatic,75.0,87.0,109.0,120.0,1122.0
Glioma,36.0,14.0,55.0,33.0,361.0
Meningioma,32.0,14.0,82.0,58.0,2200.0
Metastatic,35.0,15.0,61.0,33.0,468.0
Glioma,38.0,24.0,70.0,49.0,800.0
Meningioma,33.0,4.0,115.0,67.0,5166.0
Metastatic,39.0,17.0,79.0,48.0,1240.0
Glioma,96.0,48.0,97.0,50.0,2.0
Meningioma,77.0,26.0,112.0,82.0,1960.0
Metastatic,76.0,29.0,104.0,57.0,784.0
Glioma,14.0,24.0,56.0,71.0,1974.0
Meningioma,20.0,8.0,107.0,75.0,5829.0
Metastatic,7.0,16.0,63.0,72.0,3136.0
Glioma,123.0,83.0,138.0,95.0,180.0
Meningioma,103.0,74.0,138.0,114.0,1400.0
Metastatic,122.0,84.0,138.0,96.0,192.0
Glioma,54.0,78.0,77.0,98.0,460.0
Meningioma,30.0,77.0,104.0,114.0,2738.0
Metastatic,51.0,73.0,74.0,98.0,575.0
Glioma,101.0,30.0,136.0,47.0,595.0
Meningioma,92.0,15.0,138.0,93.0,3588.0
Metastatic,100.0,25.0,137.0,48.0,851.0
Meningioma,50.0,9.0,101.0,56.0,2397.0
Glioma,110.0,30.0,135.0,47.0,425.0
Meningioma,93.0,15.0,138.0,93.0,3510.0
Metastatic,103.0,28.0,136.0,48.0,660.0
Meningioma,103.0,12.0,138.0,39.0,945.0
Meningioma,61.0,75.0,112.0,130.0,2805.0
Metastatic,80.0,113.0,96.0,128.0,240.0
Glioma,49.0,90.0,59.0,114.0,240.0
Meningioma,68.0,111.0,96.0,125.0,392.0
Metastatic,36.0,86.0,73.0,124.0,1406.0
Meningioma,91.0,27.0,136.0,61.0,1530.0
Glioma,38.0,30.0,41.0,33.0,9.0
Meningioma,19.0,12.0,96.0,54.0,3234.0
Meningioma,37.0,78.0,70.0,106.0,924.0
Glioma,38.0,27.0,57.0,42.0,285.0
Meningioma,22.0,15.0,75.0,56.0,2173.0
Metastatic,35.0,23.0,60.0,45.0,550.0
Glioma,30.0,90.0,81.0,122.0,1632.0
Meningioma,61.0,76.0,92.0,126.0,1550.0
Metastatic,27.0,76.0,87.0,125.0,2940.0
Glioma,0.0,74.0,27.0,109.0,945.0
Meningioma,0.0,57.0,81.0,123.0,5346.0
Metastatic,0.0,70.0,42.0,107.0,1554.0
Glioma,0.0,47.0,69.0,103.0,3864.0
Meningioma,0.0,41.0,77.0,127.0,6622.0
Metastatic,0.0,54.0,67.0,99.0,3015.0
Glioma,44.0,68.0,128.0,119.0,4284.0
Meningioma,10.0,33.0,138.0,124.0,11648.0
Metastatic,87.0,72.0,92.0,86.0,70.0
Glioma,90.0,90.0,126.0,120.0,1080.0
Meningioma,78.0,63.0,138.0,122.0,3540.0
Metastatic,84.0,85.0,132.0,123.0,1824.0
Glioma,97.0,69.0,132.0,105.0,1260.0
Meningioma,63.0,68.0,130.0,115.0,3149.0
Metastatic,96.0,69.0,133.0,105.0,1332.0
Meningioma,57.0,69.0,108.0,106.0,1887.0
Meningioma,10.0,58.0,119.0,92.0,3706.0
Glioma,56.0,50.0,72.0,51.0,16.0
Meningioma,73.0,48.0,94.0,59.0,231.0
Metastatic,37.0,37.0,83.0,62.0,1150.0
Glioma,4.0,63.0,88.0,114.0,4284.0
Meningioma,4.0,63.0,95.0,115.0,4732.0
Meningioma,16.0,80.0,64.0,119.0,1872.0
Glioma,0.0,76.0,38.0,102.0,988.0
Meningioma,0.0,69.0,39.0,104.0,1365.0
Glioma,40.0,19.0,54.0,27.0,112.0
Meningioma,33.0,12.0,63.0,37.0,750.0
Metastatic,34.0,13.0,56.0,33.0,440.0
Glioma,51.0,46.0,91.0,82.0,1440.0
Meningioma,31.0,36.0,98.0,88.0,3484.0
Metastatic,45.0,40.0,95.0,87.0,2350.0
Glioma,38.0,13.0,88.0,39.0,1300.0
Meningioma,33.0,3.0,129.0,62.0,5664.0
Metastatic,35.0,1.0,107.0,48.0,3384.0
Glioma,6.0,54.0,69.0,98.0,2772.0
Meningioma,0.0,40.0,92.0,123.0,7636.0
Metastatic,6.0,54.0,70.0,98.0,2816.0
Meningioma,23.0,83.0,72.0,116.0,1617.0
Glioma,33.0,14.0,58.0,34.0,500.0
Meningioma,29.0,11.0,73.0,44.0,1452.0
Metastatic,30.0,11.0,61.0,36.0,775.0
Glioma,29.0,84.0,46.0,106.0,374.0
Meningioma,26.0,80.0,51.0,115.0,875.0
Metastatic,25.0,84.0,47.0,110.0,572.0
Glioma,22.0,42.0,65.0,78.0,1548.0
Meningioma,0.0,10.0,90.0,93.0,7470.0
Metastatic,20.0,39.0,68.0,80.0,1968.0
Meningioma,76.0,67.0,131.0,119.0,2860.0
Glioma,109.0,101.0,127.0,112.0,198.0
Meningioma,91.0,87.0,137.0,119.0,1472.0
Metastatic,93.0,89.0,130.0,115.0,962.0
Glioma,28.0,58.0,60.0,78.0,640.0
Meningioma,19.0,60.0,78.0,126.0,3894.0
Metastatic,23.0,56.0,61.0,82.0,988.0
Meningioma,39.0,100.0,52.0,108.0,104.0
Glioma,63.0,17.0,101.0,43.0,988.0
Meningioma,45.0,1.0,121.0,52.0,3876.0
Metastatic,63.0,13.0,100.0,45.0,1184.0
Glioma,30.0,85.0,76.0,123.0,1748.0
Meningioma,26.0,57.0,121.0,124.0,6365.0
Glioma,97.0,68.0,101.0,80.0,48.0
Meningioma,58.0,65.0,122.0,102.0,2368.0
Metastatic,92.0,69.0,107.0,83.0,210.0
Glioma,112.0,13.0,138.0,56.0,1118.0
Meningioma,74.0,0.0,138.0,63.0,4032.0
Metastatic,108.0,7.0,138.0,55.0,1440.0
Glioma,36.0,72.0,90.0,125.0,2862.0
Meningioma,33.0,71.0,94.0,125.0,3294.0
Metastatic,37.0,96.0,87.0,126.0,1500.0
Glioma,47.0,3.0,101.0,41.0,2052.0
Meningioma,41.0,17.0,119.0,71.0,4212.0
Metastatic,43.0,0.0,105.0,52.0,3224.0
Glioma,44.0,37.0,68.0,55.0,432.0
Meningioma,8.0,16.0,87.0,70.0,4266.0
Metastatic,45.0,37.0,67.0,55.0,396.0
Glioma,29.0,12.0,87.0,58.0,2668.0
Meningioma,38.0,29.0,108.0,64.0,2450.0
Metastatic,26.0,12.0,111.0,57.0,3825.0
Meningioma,81.0,16.0,116.0,44.0,980.0
Glioma,92.0,94.0,126.0,120.0,884.0
Meningioma,70.0,76.0,138.0,111.0,2380.0
Metastatic,86.0,89.0,131.0,121.0,1440.0
Glioma,66.0,13.0,102.0,34.0,756.0
Meningioma,33.0,2.0,133.0,44.0,4200.0
Metastatic,63.0,10.0,107.0,38.0,1232.0
Glioma,66.0,83.0,102.0,122.0,1404.0
Meningioma,39.0,83.0,120.0,126.0,3483.0
Metastatic,64.0,83.0,104.0,124.0,1640.0
Glioma,34.0,84.0,68.0,110.0,884.0
Meningioma,45.0,92.0,84.0,125.0,1287.0
Metastatic,23.0,81.0,74.0,117.0,1836.0
Glioma,47.0,6.0,96.0,52.0,2254.0
Meningioma,31.0,5.0,120.0,73.0,6052.0
Metastatic,43.0,2.0,103.0,53.0,3060.0
Meningioma,62.0,70.0,108.0,95.0,1150.0
Glioma,68.0,0.0,78.0,4.0,40.0
Meningioma,25.0,2.0,103.0,40.0,2964.0
Metastatic,61.0,0.0,94.0,11.0,363.0
Glioma,44.0,0.0,86.0,33.0,1386.0
Meningioma,24.0,0.0,133.0,63.0,6867.0
Metastatic,44.0,0.0,89.0,38.0,1710.0
Meningioma,63.0,19.0,115.0,60.0,2132.0
Glioma,56.0,94.0,90.0,115.0,714.0
Meningioma,52.0,88.0,91.0,111.0,897.0
Metastatic,54.0,109.0,56.0,110.0,2.0
Glioma,45.0,30.0,78.0,63.0,1089.0
